id_operacion_sio;fecha;año;mes;commodity;fuente;mercado;tipo_precio;operacion;moneda;unidad;precio;precio_original_texto;volumen;volumen_unidad;procedencia;lugar_entrega;condicion_comercial;precio_cero_flag;precio_valido_para_serie;fecha_descarga_snapshot;fecha_actualizacion_dashboard;observaciones
8478283;2026-09-11;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;210;"210,00
U$S";300,00;TN;ENTRE RÍOSSANTA ELENA (ARROYO;Rosario NEn destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478282;2026-09-11;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;210;"210,00
U$S";120,00;TN;BUENOS AIRESCARMEN DE ARECO;Rosario SEn destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478281;2026-09-11;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;210;"210,00
U$S";180,00;TN;ENTRE RÍOSBOVRIL;Rosario NEn destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478280;2026-09-11;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;200;"200,00
U$S";90,00;TN;CÓRDOBARIO SEGUNDO;Rosario SEn destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478279;2026-09-11;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;230;"230,00
U$S";32,95;TN;BUENOS AIRESTRES ARROYOS;QuequenEn destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478277;2026-09-11;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;299000;"299000,00
$";210,00;TN;ENTRE RÍOSGUALEGUAY;Zona 13En destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478271;2026-09-11;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Rectificación;ARS;TN;262485;"262485,00
$";161,12;TN;ENTRE RÍOSVILLAGUAY;Zona 13En destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478269;2026-09-11;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;162490;"162490,00
$";161,12;TN;ENTRE RÍOSVILLAGUAY;Zona 13En destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478268;2026-09-11;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;515200;"515200,00
$";158,48;TN;ENTRE RÍOSCONCEPCION DEL URUGU;Zona 13En destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478267;2026-09-11;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;320000;"320000,00
$";29,54;TN;BUENOS AIRESCHILLAR;Zona 6En destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478262;2026-09-11;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Anulación;ARS;TN;515200;"515200,00
$";158,48;TN;ENTRE RÍOSCONCEPCION DEL URUGU;Zona 13En destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478261;2026-09-11;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Anulación;ARS;TN;262490;"262490,00
$";161,12;TN;ENTRE RÍOSVILLAGUAY;Zona 13En destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8478259;2026-09-11;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;262490;"262490,00
$";161,12;TN;ENTRE RÍOSVILLAGUAY;Zona 13En destino;;no;sí;2026-09-11T17:03:34;2026-09-11;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8480321;2026-09-12;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;267000;"267000,00
$";105,00;TN;CÓRDOBALOZADA;Zona 11En destino;;no;sí;2026-09-12T16:23:46;2026-09-12;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8480312;2026-09-12;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;520800;"520800,00
$";50,00;TN;ENTRE RÍOSMARIA GRANDE;Zona 18En destino;;no;sí;2026-09-12T16:23:46;2026-09-12;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8480308;2026-09-12;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;548800;"548800,00
$";70,63;TN;SANTA FESOUTOMAYOR;Zona 14En destino;;no;sí;2026-09-12T16:23:46;2026-09-12;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8480292;2026-09-12;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;299000;"299000,00
$";20,00;TN;CÓRDOBACAPILLA DE REMEDIOS;CordobaEn destino;;no;sí;2026-09-12T16:23:46;2026-09-12;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8480290;2026-09-12;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;350000;"350000,00
$";36,05;TN;SANTIAGO DEL ESTEROCHAÑAR POZO (LA ESPE;CordobaEn destino;;no;sí;2026-09-12T16:23:46;2026-09-12;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8480285;2026-09-12;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;296000;"296000,00
$";20,00;TN;CÓRDOBAJUSTINIANO POSSE;Zona 8En origen;;no;sí;2026-09-12T16:23:46;2026-09-12;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8480284;2026-09-12;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;296000;"296000,00
$";100,00;TN;CÓRDOBAJUSTINIANO POSSE;Zona 8En origen;;no;sí;2026-09-12T16:23:46;2026-09-12;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481550;2026-09-14;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;410205;"410205,00
$";306,18;TN;ENTRE RÍOSVIALE;Zona 14En destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481549;2026-09-14;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;392370;"392370,00
$";184,00;TN;ENTRE RÍOSVIALE;Zona 14En destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481545;2026-09-14;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;356000;"356000,00
$";22,19;TN;BUENOS AIRESFELIPE SOLA;Zona 2En destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481537;2026-09-14;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;299330;"299330,00
$";21,21;TN;ENTRE RÍOSHERNANDEZ;Zona 13En origen;;no;sí;2026-09-14T18:45:41;2026-09-14;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481531;2026-09-14;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;549450;"549450,00
$";180,00;TN;CÓRDOBACHAJAN;Rosario NEn destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481526;2026-09-14;2026;9;Girasol;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;450;"450,00
U$S";220,00;TN;BUENOS AIRESCARHUE;Zona 25En origen;;no;sí;2026-09-14T18:45:41;2026-09-14;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481525;2026-09-14;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;225;"225,00
U$S";32,08;TN;SANTA FEWHEELWRIGHT;Rosario NEn destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481524;2026-09-14;2026;9;CEBADA FORR.;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;220;"220,00
U$S";500,00;TN;BUENOS AIRESCARLOS CASARES;QuequenEn destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481523;2026-09-14;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;193.05;"193,05
U$S";240,00;TN;CÓRDOBACHAJAN;Zona 12En destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481521;2026-09-14;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;207;"207,00
U$S";30,00;TN;CÓRDOBAGENERAL FOTHERINGHAM;Rosario SEn destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481511;2026-09-14;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;555000;"555000,00
$";25,00;TN;SANTA FECOLONIA PUJATO;Zona 14En destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481510;2026-09-14;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;198;"198,00
U$S";56,98;TN;BUENOS AIRESCORONEL DORREGO;B.BlancaEn destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481508;2026-09-14;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;541180;"541180,50
$";76,96;TN;BUENOS AIRES9 DE JULIO;Zona 7En destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481506;2026-09-14;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;537917;"537917,10
$";83,15;TN;BUENOS AIRES9 DE JULIO;Zona 7En destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8481504;2026-09-14;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;208;"208,00
U$S";90,00;TN;CÓRDOBALA TORDILLA NORTE;Rosario SEn destino;;no;sí;2026-09-14T18:45:41;2026-09-14;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484749;2026-09-15;2026;9;ACEITE SOJA;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;1.1654e+06;"1165395,00
$";35,96;TN;SANTA FESAN LORENZO;Zona 13En destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484747;2026-09-15;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;190;"190,00
U$S";30,00;TN;CÓRDOBAMONTE MAIZ;Rosario NEn destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484745;2026-09-15;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;196.95;"196,95
U$S";30,00;TN;BUENOS AIRESALBERTI;Zona 5En destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484743;2026-09-15;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;360.57;"360,57
U$S";1000,00;TN;SANTA FEARROYO SECO;Zona 5En destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484741;2026-09-15;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;360.57;"360,57
U$S";1000,00;TN;SANTA FEARROYO SECO;B.BlancaEn destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484739;2026-09-15;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;565600;"565600,00
$";55,81;TN;CHACOGENERAL PINEDO;Rosario NEn destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484724;2026-09-15;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;560000;"560000,00
$";30,00;TN;SANTA FESAN MARCELO;Zona 12En destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484723;2026-09-15;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;541125;"541125,00
$";60,00;TN;BUENOS AIRESLAS TOSCAS;Zona 6En destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484687;2026-09-15;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;360000;"360000,00
$";70,00;TN;SANTA FESAN MARCELO;Zona 8En destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484675;2026-09-15;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;370000;"370000,00
$";500,00;TN;BUENOS AIRESLOBOS;Bs AsEn destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484678;2026-09-15;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;428.23;"428,23
U$S";71,92;TN;ENTRE RÍOSSAUCE DE LUNA;Rosario SEn destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484672;2026-09-15;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;200;"200,00
U$S";1000,00;TN;SANTA FECARLOS PELLEGRINI;Rosario NEn destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484670;2026-09-15;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;198;"198,00
U$S";900,00;TN;SANTIAGO DEL ESTEROPOZO DULCE;Rosario NEn destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484668;2026-09-15;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;220;"220,00
U$S";64,01;TN;ENTRE RÍOSSANTA ELENA (ARROYO;Rosario SEn destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8484667;2026-09-15;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;220;"220,00
U$S";120,25;TN;ENTRE RÍOSSANTA ELENA (ARROYO;Zona 13En destino;;no;sí;2026-09-15T17:42:35;2026-09-15;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488669;2026-09-16;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;275002;"275002,00
$";101,25;TN;CÓRDOBALA QUINTA (DPTO. RIO;Rosario SEn destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488668;2026-09-16;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;295000;"295000,00
$";29,39;TN;CÓRDOBALAS VARILLAS;Zona 11En destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488667;2026-09-16;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;335400;"335400,00
$";30,00;TN;SANTA FEACEBAL;Rosario NEn destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488665;2026-09-16;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;235;"235,00
U$S";1000,00;TN;BUENOS AIRESNECOCHEA;QuequenEn destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488659;2026-09-16;2026;9;Girasol;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;400;"400,00
U$S";1000,00;TN;BUENOS AIRESCARLOS CASARES;Zona 25En destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488658;2026-09-16;2026;9;Girasol;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;400;"400,00
U$S";2500,00;TN;BUENOS AIRESCARLOS CASARES;QuequenEn destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488655;2026-09-16;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;225;"225,00
U$S";120,00;TN;CÓRDOBASAN FRANCISCO (DPTO.;Zona 14En destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488654;2026-09-16;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;195;"195,00
U$S";450,00;TN;SANTIAGO DEL ESTEROCEJOLAO;Rosario SEn destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488604;2026-09-16;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;290515;"290515,00
$";400,00;TN;CÓRDOBAOLIVA;Zona 12En destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488602;2026-09-16;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;410000;"410000,00
$";30,00;TN;BUENOS AIRESCHACABUCO;Zona 6En destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488601;2026-09-16;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;360000;"360000,00
$";300,00;TN;BUENOS AIRESALBERTI;Bs AsEn destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488588;2026-09-16;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;230;"230,00
U$S";120,00;TN;BUENOS AIRESCARLOS CASARES;Rosario NEn destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488586;2026-09-16;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;230;"230,00
U$S";150,00;TN;BUENOS AIRESSAN ANTONIO DE ARECO;Rosario NEn destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"commodity no catalogado; se conserva para revisión; integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488580;2026-09-16;2026;9;Maíz;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;197;"197,00
U$S";60,00;TN;CÓRDOBAARROYITO;Rosario NEn destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8488555;2026-09-16;2026;9;Soja;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;ARS;TN;535680;"535680,00
$";100,00;TN;ENTRE RÍOSCHILCAS SUD;Zona 13En destino;;no;sí;2026-09-16T17:39:36;2026-09-16;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: ARS; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
8492266;2026-09-17;2026;9;Girasol;SIO Granos / Secretaría de Agricultura;;Precio Hecho;Contrato;USD;TN;400;"400,00
U$S";300,00;TN;BUENOS AIRESNECOCHEA;QuequenEn destino;;no;sí;2026-09-17T17:40:30;2026-09-17;"integración piloto una página GetOperaciones; moneda extraída explícitamente del campo precio original: USD; snapshot de últimas operaciones; no es histórico completo; observada en snapshot latest"
