fecha_actualizacion;fecha_actualizacion_dashboard;fecha_ultima_captura_sio;fecha_ultima_operacion_sio;fecha_min_operacion_sio;fecha_max_operacion_sio;fecha_min;fecha_max;filas_analiticas;commodities;monedas;unidades;operaciones;fuente;modo;nota_metodologica_corta
2026-09-11;2026-09-11;2026-09-11T17:03:34;2026-09-11;2026-09-09;2026-09-11;2026-09-09;2026-09-11;76;ACEITE SOJA|CEBADA FORR.|Girasol|Maíz|Soja|TRIGO PAN;ARS|USD;TN;76;SIO Granos / Secretaría de Agricultura;histórico_snapshots;"Sólo precios positivos, moneda/unidad explícitas y precio_valido_para_serie=sí; ARS y USD se mantienen separados. Fuente SIO Granos; no equivale a BCR. Actualización por snapshots de últimas operaciones SIO. No equivale a histórico completo."
