fecha_actualizacion;fecha_actualizacion_dashboard;fecha_ultima_captura_sio;fecha_ultima_operacion_sio;fecha_min_operacion_sio;fecha_max_operacion_sio;fecha_min;fecha_max;filas_analiticas;commodities;monedas;unidades;operaciones;fuente;modo;nota_metodologica_corta
2026-09-10;2026-09-10;;2026-09-07;2026-03-12;2026-09-07;2026-03-12;2026-09-07;351600;ACEITE SOJA|ARROZ C.L.A|ARROZ C.L.F|CEBADA CERV.|CEBADA FORR.|Girasol|Maíz|Soja|Sorgo|TRIGO CAND.|TRIGO PAN;ARS|USD;TN;351600;SIO Granos / Secretaría de Agricultura;baseline_historica;"Sólo precios positivos, moneda/unidad explícitas y precio_valido_para_serie=sí; ARS y USD se mantienen separados. Fuente SIO Granos; no equivale a BCR."
