año;mes;periodo_ym;commodity;moneda;unidad;tipo_precio;fuente;operaciones;precio_promedio;precio_mediana;precio_min;precio_max;volumen_total;precio_ponderado_volumen;dias_con_datos;variacion_mensual_pct;variacion_interanual_pct
2026;7;2026-07;Sorgo;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;30;185.179;183.15;170;211.39;3097.17;186.679682;14;-6.076923;
2026;7;2026-07;Sorgo;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;519;181.029114;180;122.33;200;94323.69;182.784447;23;-6.735751;
2026;7;2026-07;TRIGO CAND.;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;36;325348.555556;314806.5;276721;433912;10418.39;325254.234108;13;5.180922;
2026;7;2026-07;TRIGO CAND.;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;1;321;321;321;321;170;321;1;30.236332;
2026;7;2026-07;TRIGO PAN;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;260;293898.942308;292000;240072;515000;34784;283683.025;23;-1.184433;
2026;7;2026-07;TRIGO PAN;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;4061;302273.567936;300000;230;555000;687112.89;305438.60925;28;0.334448;
2026;7;2026-07;TRIGO PAN;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;490;216.225735;220;170;251.43;111285.93;217.871914;22;6.280193;
2026;7;2026-07;TRIGO PAN;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;4138;215.566428;220;160;320;1499456.42;218.084578;25;6.280193;
2026;8;2026-08;ACEITE SOJA;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;1;1246090;1246090;1246090;1246090;29.38;1246090;1;0.978513;
2026;8;2026-08;ACEITE SOJA;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;6;1124300;1177900;860000;1300000;142.93;1072575.795144;6;-7.976562;
2026;8;2026-08;ACEITE SOJA;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;164;940.316159;940;95;1000;10252.45;942.712555;23;0;
2026;8;2026-08;ARROZ C.L.A;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;10;382258.7;400000;262587;400000;803.96;288597.765623;6;0;
2026;8;2026-08;ARROZ C.L.A;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;14;435758.928571;400000;350000;750000;1687.31;527734.464947;5;0;
2026;8;2026-08;ARROZ C.L.F;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;9;322222.222222;300000;300000;350000;95.45;328166.579361;4;0;
2026;8;2026-08;ARROZ C.L.F;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;56;290386.928571;300000;1267;365000;5099.07;298464.778805;15;11.111111;
2026;8;2026-08;CEBADA CERV.;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;1;170000;170000;170000;170000;29.12;170000;1;;
2026;8;2026-08;CEBADA CERV.;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;3;230;235;215;240;90;230;3;0;
2026;8;2026-08;CEBADA CERV.;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;314;231.253854;235;190;263.91;104627.84;227.99133;20;11.904762;
2026;8;2026-08;CEBADA FORR.;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;3;223666.666667;225000;220000;226000;91.79;222433.162654;2;-4.255319;
2026;8;2026-08;CEBADA FORR.;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;13;272936.923077;290160;174000;311000;2439.08;289199.029962;8;2.893617;
2026;8;2026-08;CEBADA FORR.;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;77;205.567013;205;167.45;240.3;15453.42;206.65218;18;6.770833;
2026;8;2026-08;CEBADA FORR.;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;563;203.095826;205;135;250;155139.13;205.810479;22;6.217617;
2026;8;2026-08;Girasol;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;38;716888.973684;736895.5;498496;851000;981.84;720443.991068;15;11.898791;
2026;8;2026-08;Girasol;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;774;719908.073643;728860;410;910734;50474.98;714437.378228;23;9.99585;
2026;8;2026-08;Girasol;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;80;431.880375;444.6;330;520;8709.93;433.180968;20;11.15;
2026;8;2026-08;Girasol;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;1874;442.048266;450;178;535;435523.85;436.741666;21;10.294118;
2026;8;2026-08;Maíz;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;1467;264150.728773;268020;183.15;554280;115184.1;267660.539906;25;0.494938;
2026;8;2026-08;Maíz;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;12908;267070.455688;271100;169.98;550000;2169413.91;270113.990727;28;0.81065;
2026;8;2026-08;Maíz;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;1686;196.085652;195;139.35;542.02;459937.62;198.457293;21;1.057214;
2026;8;2026-08;Maíz;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;10579;191.745708;194.93;19;370;10835486.04;188.876969;29;4.240642;
2026;8;2026-08;Soja;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;1222;509037.072831;509850;49490;555000;64764.97;511455.679401;25;5.997921;
2026;8;2026-08;Soja;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;18377;512518.364194;510000;358.8;600000;3961266.47;516322.774157;29;4.081633;
2026;8;2026-08;Soja;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;722;360.61615;352;200.55;418.47;109588.28;350.081102;22;1.719405;
2026;8;2026-08;Soja;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;2608;346.401089;349;173;520;1151198.45;350.067002;24;5.757576;
2026;8;2026-08;Sorgo;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;10;267262;269265;236425;280915;435.15;261875.772377;7;1.07545;
2026;8;2026-08;Sorgo;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;369;271878;274260;182480;495000;26483.57;271382.817792;23;2.900236;
2026;8;2026-08;Sorgo;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;15;187.356667;185;178.2;216.75;998.23;185.480848;10;1.010101;
2026;8;2026-08;Sorgo;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;323;182.643344;185;123.12;450;80946.66;186.989334;21;2.777778;
2026;8;2026-08;TRIGO CAND.;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;23;333834.73913;320200;283535;423161;7495.81;331462.537111;12;1.713275;
2026;8;2026-08;TRIGO CAND.;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;1;381.25;381.25;381.25;381.25;180;381.25;1;18.76947;
2026;8;2026-08;TRIGO PAN;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;209;317484.866029;318599;240000;432000;16842.7;326107.193001;22;9.109247;
2026;8;2026-08;TRIGO PAN;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;4372;322608.934822;324720;215;540000;784734.91;324515.415567;27;8.24;
2026;8;2026-08;TRIGO PAN;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;515;228.708485;228.85;186;276.45;88075.85;227.753137;22;4.022727;
2026;8;2026-08;TRIGO PAN;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;5859;229.593864;230;60;360;2056426.19;230.133286;29;4.545455;
2026;9;2026-09;ACEITE SOJA;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;1;1300000;1300000;1300000;1300000;10.96;1300000;1;10.365905;
2026;9;2026-09;ACEITE SOJA;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;26;956.038462;955;900;992;1677.47;960.456282;6;1.595745;
2026;9;2026-09;ARROZ C.L.A;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;3;407000;460500;300000;460500;67.96;426846.01236;2;15.125;
2026;9;2026-09;ARROZ C.L.F;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;12;345833.333333;350000;300000;350000;397.91;343717.172225;2;16.666667;
2026;9;2026-09;CEBADA CERV.;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;1;215;215;215;215;30.38;215;1;-8.510638;
2026;9;2026-09;CEBADA CERV.;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;102;234.664706;240;208.5;264.4;41334.7;228.542909;5;2.12766;
2026;9;2026-09;CEBADA FORR.;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;1;315420;315420;315420;315420;60;315420;1;8.705542;
2026;9;2026-09;CEBADA FORR.;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;29;216.684138;218.9;205.8;226.6;7412;218.263654;4;6.780488;
2026;9;2026-09;CEBADA FORR.;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;291;216.703436;220;180;267;144773.17;217.54588;5;7.317073;
2026;9;2026-09;Girasol;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;1;758880;758880;758880;758880;87.71;758880;1;2.983395;
2026;9;2026-09;Girasol;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;79;720111.189873;749400;410;806144;6096.34;696350.843787;4;2.818099;
2026;9;2026-09;Girasol;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;18;422.825;419;360;500;2101.95;421.506791;4;-5.757985;
2026;9;2026-09;Girasol;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;368;454.781087;450;300;550;82751.67;450.410676;6;0;
2026;9;2026-09;Maíz;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;310;265507.964516;263800;165212;296901;27509.55;264570.013975;5;-1.574509;
2026;9;2026-09;Maíz;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;2340;276607.988034;283680;195;565000;469049.25;280252.949588;7;4.640354;
2026;9;2026-09;Maíz;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;352;205.950966;205.95;171;375;91497.37;204.47346;5;5.615385;
2026;9;2026-09;Maíz;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;2369;198.658501;200;130.63;450;1439287.07;201.31318;7;2.600934;
2026;9;2026-09;Soja;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;251;540035.541833;559620;375;565000;17656.4;547203.298155;5;9.761695;
2026;9;2026-09;Soja;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;3880;553474.406701;560000;370;630180;1030522.51;552169.213933;7;9.803922;
2026;9;2026-09;Soja;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;195;371.539692;365;192.93;433.66;37163.38;359.46202;4;3.693182;
2026;9;2026-09;Soja;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;879;364.299943;363;300;491;417158.29;367.205601;6;4.011461;
2026;9;2026-09;Sorgo;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;2;272525;272525;267050;278000;130.69;274590.745275;2;1.210703;
2026;9;2026-09;Sorgo;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;56;266805.714286;272600;195000;280094;6919.76;272378.34422;5;-0.605265;
2026;9;2026-09;Sorgo;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;84;183.23869;183;180;186.85;63289.46;182.234057;4;-1.081081;
2026;9;2026-09;TRIGO CAND.;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;9;401653.333333;405598;324492;439956;1178.37;404791.18204;2;26.670206;
2026;9;2026-09;TRIGO CAND.;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;4;268.93;263.45;246.82;302;2138.67;249.475394;2;-30.898361;
2026;9;2026-09;TRIGO PAN;ARS;TN;Canje;SIO Granos / Secretaría de Agricultura;38;345534.684211;346500;282000;380000;1291.54;350846.81673;5;8.757404;
2026;9;2026-09;TRIGO PAN;ARS;TN;Compraventa;SIO Granos / Secretaría de Agricultura;895;354250.133832;355000;245;560000;155216.35;357470.008791;6;9.324957;
2026;9;2026-09;TRIGO PAN;USD;TN;Canje;SIO Granos / Secretaría de Agricultura;99;240.130202;240;225;265.61;20686.52;240.341278;4;4.872187;
2026;9;2026-09;TRIGO PAN;USD;TN;Compraventa;SIO Granos / Secretaría de Agricultura;1088;240.006305;240;186.85;276;438689.41;240.941817;6;4.347826;
