fila_csv;especie_original;variedad_original;producto_normalizado;tipo_caso;origen;destino_original;destino_normalizado;peso;fecha
47;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;1,800;02/01/2025
48;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,152;02/01/2025
49;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;1,800;02/01/2025
50;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,152;02/01/2025
159;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,125;06/01/2025
160;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Chaco;CORRIENTES;Corrientes;0,200;06/01/2025
161;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Jujuy;CORRIENTES;Corrientes;0,310;06/01/2025
162;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,300;06/01/2025
163;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,200;06/01/2025
164;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Chaco;CORRIENTES;Corrientes;0,120;06/01/2025
165;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,000;06/01/2025
166;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,000;06/01/2025
167;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,648;06/01/2025
168;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,300;06/01/2025
169;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;2,250;06/01/2025
170;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,000;06/01/2025
171;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;0,620;06/01/2025
172;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,648;06/01/2025
279;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,500;09/01/2025
280;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,000;09/01/2025
281;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;1,500;09/01/2025
282;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;5,000;09/01/2025
283;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;6,000;09/01/2025
284;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,008;09/01/2025
285;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;1,400;09/01/2025
286;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,220;09/01/2025
287;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;1,500;09/01/2025
288;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,000;09/01/2025
289;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,960;09/01/2025
290;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,008;09/01/2025
389;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;0,200;13/01/2025
390;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;0,800;13/01/2025
391;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Santa Fe;CORRIENTES;Corrientes;1,000;13/01/2025
392;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,000;13/01/2025
393;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;2,000;13/01/2025
394;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;1,000;13/01/2025
395;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;2,000;13/01/2025
396;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;0,200;13/01/2025
463;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,020;16/01/2025
464;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;0,100;16/01/2025
465;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;1,200;16/01/2025
466;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,280;16/01/2025
467;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,240;16/01/2025
468;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,400;16/01/2025
469;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;6,000;16/01/2025
470;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;2,400;16/01/2025
471;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;0,300;16/01/2025
472;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,400;16/01/2025
474;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,240;16/01/2025
475;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,400;16/01/2025
555;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;0,100;20/01/2025
556;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,780;20/01/2025
557;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,160;20/01/2025
558;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;20/01/2025
559;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;5,400;20/01/2025
560;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;6,000;20/01/2025
561;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;4,000;20/01/2025
562;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,160;20/01/2025
563;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;2,000;20/01/2025
564;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;3,600;20/01/2025
565;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,900;20/01/2025
566;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,000;20/01/2025
648;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;14,080;27/01/2025
649;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,400;27/01/2025
650;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Santa Fe;CORRIENTES;Corrientes;1,000;27/01/2025
651;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,000;27/01/2025
652;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,000;27/01/2025
653;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,000;27/01/2025
699;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,900;30/01/2025
700;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;14,080;30/01/2025
701;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,000;30/01/2025
702;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,400;30/01/2025
703;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,810;30/01/2025
704;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,000;30/01/2025
705;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,000;30/01/2025
778;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;0,200;03/02/2025
779;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;2,000;03/02/2025
780;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,400;03/02/2025
781;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;2,000;03/02/2025
782;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,000;03/02/2025
858;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;8,000;06/02/2025
859;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,900;06/02/2025
860;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;06/02/2025
861;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;06/02/2025
862;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,040;06/02/2025
863;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;06/02/2025
930;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;3,000;10/02/2025
931;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,250;10/02/2025
932;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,250;10/02/2025
933;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,960;10/02/2025
934;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;3,000;10/02/2025
935;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;9,000;10/02/2025
936;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;1,950;10/02/2025
937;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,440;10/02/2025
938;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,960;10/02/2025
1006;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,000;13/02/2025
1007;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;8,000;13/02/2025
1008;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,900;13/02/2025
1009;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,000;13/02/2025
1010;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,040;13/02/2025
1177;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;4,000;17/02/2025
1178;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;1,020;17/02/2025
1179;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,375;17/02/2025
1180;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;3,366;17/02/2025
1181;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;0,400;17/02/2025
1182;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,400;17/02/2025
1183;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;4,020;17/02/2025
1184;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;0,200;17/02/2025
1185;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,280;17/02/2025
1456;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;20/02/2025
1457;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;20/02/2025
1458;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;3,000;20/02/2025
1459;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,250;20/02/2025
1460;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,250;20/02/2025
1461;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,960;20/02/2025
1462;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,000;20/02/2025
1463;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;8,000;20/02/2025
1464;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,900;20/02/2025
1465;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;20/02/2025
1466;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;3,000;20/02/2025
1467;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;9,000;20/02/2025
1468;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;1,950;20/02/2025
1469;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,440;20/02/2025
1470;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,960;20/02/2025
1471;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,000;20/02/2025
1472;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,040;20/02/2025
1638;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Ciudad Autónoma de Buenos Aires;CORRIENTES;Corrientes;0,080;24/02/2025
1639;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;24/02/2025
1640;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;5,400;24/02/2025
1641;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;24/02/2025
1642;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,900;24/02/2025
1643;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;10,000;24/02/2025
1644;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Ciudad Autónoma de Buenos Aires;CORRIENTES;Corrientes;1,440;24/02/2025
1645;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Ciudad Autónoma de Buenos Aires;CORRIENTES;Corrientes;14,400;24/02/2025
1646;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,300;24/02/2025
1647;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,225;24/02/2025
1648;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;24/02/2025
1649;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;24/02/2025
1650;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;24/02/2025
1651;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Ciudad Autónoma de Buenos Aires;CORRIENTES;Corrientes;5,400;24/02/2025
1785;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;26/02/2025
1786;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;26/02/2025
1787;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;3,000;26/02/2025
1788;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;26/02/2025
1789;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;3,000;26/02/2025
1790;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;9,000;26/02/2025
1948;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Jujuy;CORRIENTES;Corrientes;0,918;27/02/2025
1949;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,700;27/02/2025
1950;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;27/02/2025
1951;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;27/02/2025
1952;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;27/02/2025
1953;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,300;27/02/2025
1954;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;8,800;27/02/2025
1955;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,700;27/02/2025
1956;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,900;27/02/2025
1957;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;7,680;27/02/2025
2193;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Jujuy;CORRIENTES;Corrientes;0,520;03/03/2025
2194;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,600;03/03/2025
2195;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;03/03/2025
2196;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;3,600;03/03/2025
2197;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;03/03/2025
2198;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;8,000;03/03/2025
2199;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;03/03/2025
2200;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;03/03/2025
2201;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;1,080;03/03/2025
2202;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Jujuy;CORRIENTES;Corrientes;2,700;03/03/2025
2203;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;1,800;03/03/2025
2204;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,280;03/03/2025
2205;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;03/03/2025
2206;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;03/03/2025
2207;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,450;03/03/2025
2208;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Jujuy;CORRIENTES;Corrientes;3,600;03/03/2025
2209;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;18,000;03/03/2025
2438;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;4,000;06/03/2025
2439;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,900;06/03/2025
2440;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;06/03/2025
2441;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;8,000;06/03/2025
2442;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;2,700;06/03/2025
2443;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;0,900;06/03/2025
2444;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;1,800;06/03/2025
2445;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;1,080;06/03/2025
2446;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,360;06/03/2025
2447;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;6,000;06/03/2025
2448;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Mendoza;CORRIENTES;Corrientes;1,800;06/03/2025
2449;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;1,800;06/03/2025
2450;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;9,000;06/03/2025
2451;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;6,000;06/03/2025
2534;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,270;07/03/2025
2716;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,100;10/03/2025
2717;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,100;10/03/2025
2718;TOMATE CHERRY;TOMATE CHERRY;Tomate Cherry;tomate_especifico;Mendoza;CORRIENTES;Corrientes;0,400;10/03/2025
2719;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Corrientes;CORRIENTES;Corrientes;1,800;10/03/2025
2720;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Mendoza;CORRIENTES;Corrientes;14,080;10/03/2025
2721;TOMATE PERITA;TOMATE PERITA;Tomate Perita;tomate_especifico;Buenos Aires;CORRIENTES;Corrientes;2,700;10/03/2025
2722;TOMATE REDONDO;TOMATE REDONDO;Tomate Redondo;tomate_especifico;Corrientes;CORRIENTES;Corrientes;0,360;10/03/2025
