filas_base_completa;filas_analiticas;filas_excluidas;porcentaje_usable;precios_cero_excluidos;monedas_detectadas;unidades_detectadas;fecha_min;fecha_max;commodities_detectados
396971;351600;45371;88.570702;40796;ARS|USD;TN;2026-03-12;2026-09-07;ACEITE SOJA|ARROZ C.L.A|ARROZ C.L.F|CEBADA CERV.|CEBADA FORR.|Girasol|Maíz|Soja|Sorgo|TRIGO CAND.|TRIGO PAN
