fuente;commodity;periodo_ym;mercado;tipo_precio;moneda;unidad;frecuencia;registros;precio_min;precio_max
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-04;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;41372;41372
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;39317.63;39317.63
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-05;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;43790.71;43790.71
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;44113;44113
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-06;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;43716.36;43716.36
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-06;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;40000;40000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;43176.84;43176.84
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-07;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;43032.92;43032.92
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;42157.92;42157.92
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-08;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;44787.06;44787.06
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;40086.7;40086.7
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-09;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;47142.5;47142.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;42150;42150
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-10;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;58484.09;58484.09
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-11;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;61487.65;61487.65
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;57600;57600
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-12;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;60761.36;60761.36
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2022-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;56675;56675
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-01;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;61607.73;61607.73
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-02;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;60407.08;60407.08
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-03;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;60549.29;60549.29
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-04;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;64689.55;64689.55
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;59110;59110
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-05;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;76042.11;76042.11
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;67832.8;67832.8
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-06;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;80873.53;80873.53
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;73343.89;73343.89
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-07;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;77280.94;77280.94
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;72912.5;72912.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-08;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;89722.5;89722.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;84000;84000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-09;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;98606.75;98606.75
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-10;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;111038.85;111038.85
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-10;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;100000;100000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-10;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;110666.67;110666.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-11;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;116666;116666
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-11;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;130967.86;130967.86
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-11;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;115375;115375
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;114300;114300
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-12;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;168909.09;168909.09
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-12;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;170595.63;170595.63
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-12;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;165666.7;165666.7
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2023-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;175476.92;175476.92
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-01;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;177323.53;177323.53
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-01;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;184263;184263
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-01;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;173287.78;173287.78
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;180784.09;180784.09
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-02;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;173750;173750
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-02;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;182012.69;182012.69
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-02;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;170746.67;170746.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;176342.11;176342.11
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;164588.24;164588.24
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-03;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;170771.82;170771.82
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-03;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;155000;155000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;170616.67;170616.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;175107.14;175107.14
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-04;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;186709.62;186709.62
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;161250;161250
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;187252.63;187252.63
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;206666.67;206666.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-05;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;222634.61;222634.61
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-05;Argentina / mercado interno — DARSENA;Precio interno mensual;ARS;TN;mensual;1;250000;250000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;231090.91;231090.91
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-06;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;200000;200000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-06;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;247466.67;247466.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-06;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;200000;200000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;229326.67;229326.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-07;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;205866.7;205866.7
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-07;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;236458.93;236458.93
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;228736.36;228736.36
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-08;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;209520;209520
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-08;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;241886.94;241886.94
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;183000;183000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;230714.29;230714.29
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;192500;192500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-09;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;232055.83;232055.83
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-09;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;180000;180000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2024-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;209846.15;209846.15
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-01;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;198685;198685
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-01;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;198246.39;198246.39
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-01;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;194585.71;194585.71
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;200400;200400
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-02;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;223050;223050
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-02;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;218570.63;218570.63
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-02;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;218263.9;218263.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;220160;220160
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;227272.73;227272.73
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-03;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;229767.5;229767.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-03;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;220000;220000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;227694.44;227694.44
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;234428.57;234428.57
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-04;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;238154.17;238154.17
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;230000;230000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;237347.22;237347.22
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-05;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;229671;229671
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;226760;226760
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;233868.42;233868.42
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-07;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;246321;246321
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-07;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;255000;255000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;251143.18;251143.18
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-08;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;266634.44;266634.44
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;267090.75;267090.75
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;265000;265000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-09;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;279822.5;279822.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-09;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;262400;262400
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;274851.82;274851.82
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-10;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;272342;272342
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-10;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;265096.43;265096.43
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-11;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;228456.67;228456.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;250348.61;250348.61
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-12;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;241490.5;241490.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2025-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;248538.95;248538.95
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-01;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;255026.15;255026.15
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;257400.95;257400.95
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-02;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;251127.14;251127.14
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-02;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;279800;279800
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;253202.78;253202.78
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-03;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;250397.82;250397.82
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;254403.5;254403.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-04;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;259040;259040
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;268636.42;268636.42
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-05;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;291460;291460
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;295723.11;295723.11
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-06;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;299305;299305
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;296331.85;296331.85
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-07;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;296710;296710
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;297161.58;297161.58
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-08;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;316385;316385
Secretaría de Agricultura - Precios Internos de los Principales Granos;Trigo;2026-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;330539.45;330539.45
