fuente;commodity;periodo_ym;mercado;tipo_precio;moneda;unidad;frecuencia;registros;precio_min;precio_max
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2020-01;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;9159.16;9159.16
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2020-02;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;9085.4;9085.4
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2020-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;8596.94;8596.94
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2020-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;9161.69;9161.69
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2020-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;8950.79;8950.79
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2020-06;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;9893.9;9893.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2020-07;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;9929.33;9929.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;57000;57000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;52388;52388
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;56166.67;56166.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-05;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;56372.81;56372.81
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-06;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;50000;50000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-07;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;68000;68000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-07;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;69381;69381
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-08;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;67556.25;67556.25
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;69000;69000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;66500;66500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-09;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;65000;65000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-10;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;69500;69500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-11;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;93666.67;93666.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-12;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;143750;143750
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2023-12;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;148830.77;148830.77
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-01;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;160805;160805
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-01;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;160302.27;160302.27
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-02;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;163428.57;163428.57
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-02;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;153157.89;153157.89
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;140636.36;140636.36
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-03;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;140472.22;140472.22
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;145450;145450
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;149297.22;149297.22
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;164705.88;164705.88
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-05;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;164569.23;164569.23
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-06;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;174538.46;174538.46
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-06;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;168411.11;168411.11
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-07;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;170294.12;170294.12
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-07;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;168333.33;168333.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-08;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;160312.5;160312.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;163860;163860
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;159500;159500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-09;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;156600;156600
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-10;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;169153.85;169153.85
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-10;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;167721.43;167721.43
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-11;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;173500;173500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-11;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;167320;167320
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-12;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;172055.56;172055.56
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2024-12;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;167337.5;167337.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2025-01;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;187885.76;187885.76
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2025-01;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;187652.38;187652.38
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2025-02;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;206079;206079
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2025-02;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;204900;204900
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2025-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;212208.33;212208.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2025-03;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;209121.43;209121.43
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2025-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;220714.29;220714.29
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2025-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;220635.71;220635.71
Secretaría de Agricultura - Precios Internos de los Principales Granos;Cebada forrajera;2026-02;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;280000;280000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-01;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;13875.26;13875.26
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;14317.17;14317.17
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-02;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;14288.76;14288.76
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;14836.67;14836.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;14830.88;14830.88
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;14100;14100
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;15899.42;15899.42
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;16261.82;16261.82
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;16015;16015
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-06;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;17185.5;17185.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;17452.5;17452.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-07;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;17610;17610
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2020-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;34050;34050
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2021-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;36818.33;36818.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2021-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;40132.4;40132.4
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2021-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;40662;40662
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2021-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;44179;44179
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2021-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;42100;42100
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2021-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;33670;33670
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2021-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;38930;38930
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2022-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;50035;50035
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2022-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;53790.4;53790.4
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2022-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;69333.64;69333.64
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2022-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;71200;71200
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;82763.31;82763.31
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;80846.67;80846.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;76612.4;76612.4
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;87000;87000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;87000;87000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;77145;77145
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;91112.5;91112.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-05;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;91991;91991
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;92214.3;92214.3
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-06;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;65000;65000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-07;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;113400;113400
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;111125;111125
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-08;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;117035.7;117035.7
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;117935.2;117935.2
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;113750;113750
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-09;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;114166.67;114166.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-10;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;140000;140000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-10;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;141666.67;141666.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-11;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;170000;170000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-11;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;160000;160000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-12;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;220000;220000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-12;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;207500;207500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2023-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;242500;242500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-01;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;280000;280000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;278868.42;278868.42
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-02;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;264615.38;264615.38
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;278377.11;278377.11
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;241000;241000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-03;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;245122.94;245122.94
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;247923.08;247923.08
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;251300;251300
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;252352.94;252352.94
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;252500;252500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;266611.11;266611.11
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-05;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;265769.23;265769.23
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;268000;268000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-06;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;300000;300000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-06;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;300000;300000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;287500;287500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-07;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;245000;245000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;310000;310000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;360125;360125
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2024-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;380416.67;380416.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2025-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;359978;359978
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2025-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;365350;365350
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2025-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;336523.08;336523.08
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2025-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;330000;330000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2025-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;335416.67;335416.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2025-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;384011.43;384011.43
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2025-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;404963.57;404963.57
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2025-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;424500;424500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2025-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;484020;484020
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2025-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;492082.14;492082.14
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2025-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;494750.94;494750.94
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2026-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;501130.5;501130.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2026-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;523944.72;523944.72
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2026-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;536143.7;536143.7
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2026-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;554538.47;554538.47
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2026-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;588840;588840
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2026-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;648900;648900
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2026-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;679635;679635
Secretaría de Agricultura - Precios Internos de los Principales Granos;Girasol;2026-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;743250;743250
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-01;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;9474.89;9474.89
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;9080.41;9080.41
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-02;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;9464.2;9464.2
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;8850.39;8850.39
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-03;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;9588.46;9588.46
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;8643.33;8643.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;9260.67;9260.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;8408.05;8408.05
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;8697.11;8697.11
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;8027.47;8027.47
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-06;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;9283.9;9283.9
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;8534.3;8534.3
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-07;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;9709.5;9709.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;9278;9278
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;11500;11500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;10290.5;10290.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;11915.25;11915.25
Secretaría de Agricultura - Precios Internos de los Principales Granos;Maíz;2020-10;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;14408.74;14408.74
