fecha_actualizacion;fecha_min;fecha_max;filas_integradas;filas_dashboard;fuentes;mercados;commodities;monedas;unidades;tipos_precio;frecuencia;modo;nota_metodologica_corta
2026-09-09;2020-01-01;2026-08-01;668;668;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — B.BLANCA|Argentina / mercado interno — CORDOBA|Argentina / mercado interno — DARSENA|Argentina / mercado interno — QUEQUEN|Argentina / mercado interno — ROSARIO;Cebada forrajera|Girasol|Maíz|Soja|Sorgo|Trigo;ARS;TN;Precio interno mensual;mensual;base_local_mensual;"Agregados mensuales locales; sólo precios positivos con fuente, moneda y unidad informadas. No mezclar con SIO, BCR ni World Bank."
