año;mes;periodo_ym;commodity;fuente;mercado;tipo_precio;moneda;unidad;frecuencia;operaciones;precio_promedio;precio_mediana;precio_min;precio_max;variacion_mensual_pct;variacion_interanual_pct
2025;09;2025-09;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;431588.24;431588.24;431588.24;431588.24;10.859076;54.138657
2025;09;2025-09;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;427569.17;427569.17;427569.17;427569.17;10.10365;62.126901
2025;09;2025-09;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;436877.27;436877.27;436877.27;436877.27;12.123311;46.371554
2025;09;2025-09;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;233311.56;233311.56;233311.56;233311.56;1.479933;70.656308
2025;09;2025-09;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;265000;265000;265000;265000;;37.662338
2025;09;2025-09;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;279822.5;279822.5;279822.5;279822.5;4.94612;20.584128
2025;09;2025-09;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;262400;262400;262400;262400;;45.777778
2025;09;2025-09;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;274851.82;274851.82;274851.82;274851.82;2.90578;30.977776
2025;10;2025-10;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;251429;251429;251429;251429;4.762083;
2025;10;2025-10;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;254919.7;254919.7;254919.7;254919.7;1.649449;
2025;10;2025-10;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;484642.9;484642.9;484642.9;484642.9;12.292888;
2025;10;2025-10;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;480538.5;480538.5;480538.5;480538.5;12.388482;78.528233
2025;10;2025-10;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;482886.36;482886.36;482886.36;482886.36;10.531354;57.282214
2025;10;2025-10;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;225236;225236;225236;225236;-3.461277;
2025;10;2025-10;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;272342;272342;272342;272342;-2.673302;
2025;10;2025-10;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;265096.43;265096.43;265096.43;265096.43;-3.549327;
2025;11;2025-11;Girasol;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;492082.14;492082.14;492082.14;492082.14;;36.642038
2025;11;2025-11;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;262009.72;262009.72;262009.72;262009.72;2.781276;
2025;11;2025-11;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;489166.67;489166.67;489166.67;489166.67;0.933423;
2025;11;2025-11;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;492500;492500;492500;492500;2.489187;
2025;11;2025-11;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;485166.67;485166.67;485166.67;485166.67;0.472225;61.308199
2025;11;2025-11;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;225589.5;225589.5;225589.5;225589.5;0.156946;
2025;11;2025-11;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;228456.67;228456.67;228456.67;228456.67;-16.114051;
2025;11;2025-11;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;250348.61;250348.61;250348.61;250348.61;-5.563191;
2025;12;2025-12;Girasol;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;494750.94;494750.94;494750.94;494750.94;0.542348;30.05501
2025;12;2025-12;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;275384.42;275384.42;275384.42;275384.42;5.104658;
2025;12;2025-12;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;520000;520000;520000;520000;6.303236;
2025;12;2025-12;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;503742.86;503742.86;503742.86;503742.86;2.282814;
2025;12;2025-12;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;495684.21;495684.21;495684.21;495684.21;2.16782;71.513728
2025;12;2025-12;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;245846.82;245846.82;245846.82;245846.82;8.979726;
2025;12;2025-12;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;241490.5;241490.5;241490.5;241490.5;5.705165;
2025;12;2025-12;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;248538.95;248538.95;248538.95;248538.95;-0.722856;
2026;01;2026-01;Girasol;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;501130.5;501130.5;501130.5;501130.5;1.289449;39.211424
2026;01;2026-01;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;278655;278655;278655;278655;1.187642;35.615038
2026;01;2026-01;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;489506.19;489506.19;489506.19;489506.19;-1.246362;65.673156
2026;01;2026-01;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;241570;241570;241570;241570;-1.739628;36.802268
2026;01;2026-01;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;255026.15;255026.15;255026.15;255026.15;5.605045;28.641006
2026;01;2026-01;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;257400.95;257400.95;257400.95;257400.95;3.565638;28.443588
2026;02;2026-02;Cebada forrajera;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;280000;280000;280000;280000;;36.652025
2026;02;2026-02;Girasol;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;523944.72;523944.72;523944.72;523944.72;4.552551;43.408983
2026;02;2026-02;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;253156.39;253156.39;253156.39;253156.39;-9.150602;16.164085
2026;02;2026-02;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;466250;466250;466250;466250;-4.750949;43.168593
2026;02;2026-02;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;246137.5;246137.5;246137.5;246137.5;1.890756;27.481576
2026;02;2026-02;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;251127.14;251127.14;251127.14;251127.14;-1.528867;14.89519
2026;02;2026-02;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;279800;279800;279800;279800;;28.193439
2026;02;2026-02;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;253202.78;253202.78;253202.78;253202.78;-1.630985;15.00853
2026;03;2026-03;Girasol;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;536143.7;536143.7;536143.7;536143.7;2.328295;59.318553
2026;03;2026-03;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;243569.75;243569.75;243569.75;243569.75;-3.786845;16.76091
2026;03;2026-03;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;466150;466150;466150;466150;-0.021448;41.639096
2026;03;2026-03;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;261981.11;261981.11;261981.11;261981.11;6.436894;26.028195
2026;03;2026-03;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;250397.82;250397.82;250397.82;250397.82;-0.290419;8.978781
2026;03;2026-03;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;254403.5;254403.5;254403.5;254403.5;0.474213;11.730221
2026;04;2026-04;Girasol;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;554538.47;554538.47;554538.47;554538.47;3.43094;65.328238
2026;04;2026-04;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;256038.95;256038.95;256038.95;256038.95;5.119355;14.303103
2026;04;2026-04;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;431789.47;431789.47;431789.47;431789.47;-7.371132;37.339915
2026;04;2026-04;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;264024.32;264024.32;264024.32;264024.32;0.779907;25.327998
2026;04;2026-04;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;259040;259040;259040;259040;3.45138;8.769878
2026;04;2026-04;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;268636.42;268636.42;268636.42;268636.42;5.594624;13.18288
2026;05;2026-05;Girasol;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;588840;588840;588840;588840;6.1856;53.339186
2026;05;2026-05;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;257954.89;257954.89;257954.89;257954.89;0.7483;22.602134
2026;05;2026-05;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;455000;455000;455000;455000;5.375428;46.490663
2026;05;2026-05;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;274452.53;274452.53;274452.53;274452.53;3.949716;33.34185
2026;05;2026-05;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;291460;291460;291460;291460;12.515442;26.903266
2026;05;2026-05;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;295723.11;295723.11;295723.11;295723.11;10.08303;30.412379
2026;06;2026-06;Girasol;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;648900;648900;648900;648900;10.199715;60.236636
2026;06;2026-06;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;259120.48;259120.48;259120.48;259120.48;0.451858;27.744915
2026;06;2026-06;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;466190.48;466190.48;466190.48;466190.48;2.459446;44.758357
2026;06;2026-06;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;279841.44;279841.44;279841.44;279841.44;1.963513;40.630722
2026;06;2026-06;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;299305;299305;299305;299305;2.691621;
2026;06;2026-06;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;296331.85;296331.85;296331.85;296331.85;0.205848;26.708792
2026;07;2026-07;Girasol;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;679635;679635;679635;679635;4.736477;60.102473
2026;07;2026-07;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;273318.47;273318.47;273318.47;273318.47;5.479301;26.171401
2026;07;2026-07;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;494868.42;494868.42;494868.42;494868.42;6.15155;47.115471
2026;07;2026-07;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;269094.42;269094.42;269094.42;269094.42;-3.840396;25.888993
2026;07;2026-07;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;296710;296710;296710;296710;-0.867009;20.45664
2026;07;2026-07;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;297161.58;297161.58;297161.58;297161.58;0.28;18.323571
2026;08;2026-08;Girasol;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;743250;743250;743250;743250;9.360171;53.557704
2026;08;2026-08;Maíz;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;271477.5;271477.5;271477.5;271477.5;-0.673562;17.294359
2026;08;2026-08;Soja;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;518425;518425;518425;518425;4.76017;33.052305
2026;08;2026-08;Sorgo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;275535.2;275535.2;275535.2;275535.2;2.393502;19.845299
2026;08;2026-08;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — CORDOBA;Precio interno mensual;ARS;TN;mensual;1;316385;316385;316385;316385;6.631054;18.658715
2026;08;2026-08;Trigo;Secretaría de Agricultura - Precios Internos de los Principales Granos;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;330539.45;330539.45;330539.45;330539.45;11.232229;23.755484
